Id,SourceId,School,Mascot,Abbreviation,DisplayName,ShortDisplayName,PrimaryColor,SecondaryColor,CurrentVenueId,CurrentVenue,CurrentCity,CurrentState,ConferenceId,Conference
119,2287,Illinois State,Redbirds,ILST,Illinois State Redbirds,Illinois St,CE1126,ffe716,120.0,CEFCU Arena,Normal,IL,19.0,MVC
122,282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana St,00669a,f0f0f0,250.0,Hulman Center,Terre Haute,IN,19.0,MVC
209,2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,ffffff,139.0,McLeod Center,Cedar Falls,IA,19.0,MVC
82,339,Evansville,Purple Aces,EVAN,Evansville Purple Aces,Evansville,663399,ef6f00,296.0,Ford Center,Evansville,IN,19.0,MVC
335,2674,Valparaiso,Beacons,VAL,Valparaiso Beacons,Valparaiso,794500,,283.0,Athletics-Recreation Center,Valparaiso,IN,19.0,MVC
22,2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,c9262d,101.0,Curb Event Center Arena,Nashville,TN,19.0,MVC
184,93,Murray State,Racers,MUR,Murray State Racers,Murray St,002148,000e00,112.0,CFSB Center,Murray,KY,19.0,MVC
315,82,UIC,Flames,UIC,UIC Flames,UIC,001e62,d50032,117.0,Credit Union 1 Arena,Chicago,IL,19.0,MVC
257,21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego St,c41230,000000,238.0,Viejas Arena,San Diego,CA,20.0,Mountain West
322,2439,UNLV,Rebels,UNLV,UNLV Rebels,UNLV,b10202,ffffff,194.0,Thomas & Mack Center,Las Vegas,NV,20.0,Mountain West
191,167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,169.0,The Pit,Albuquerque,NM,20.0,Mountain West
57,36,Colorado State,Rams,CSU,Colorado State Rams,Colorado St,1e4d2b,c8c372,178.0,Moby Arena,Fort Collins,CO,20.0,Mountain West
358,2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,492f24,ffc425,177.0,Arena-Auditorium,Laramie,WY,20.0,Mountain West
2,2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,179.0,Clune Arena,Colorado Springs,CO,20.0,Mountain West
25,68,Boise State,Broncos,BOIS,Boise State Broncos,Boise St,0033a0,fa4616,234.0,ExtraMile Arena,Boise,ID,20.0,Mountain West
189,2440,Nevada,Wolf Pack,NEV,Nevada Wolf Pack,Nevada,002d62,ffffff,186.0,Lawlor Events Center,Reno,NV,20.0,Mountain West
329,328,Utah State,Aggies,USU,Utah State Aggies,Utah State,00263a,949ca1,235.0,Dee Glen Smith Spectrum,Logan,UT,20.0,Mountain West
92,278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno St,c41230,13284c,289.0,Save Mart Center,Fresno,CA,20.0,Mountain West
260,23,San José State,Spartans,SJSU,San José State Spartans,San José St,005893,fdba31,185.0,Provident Credit Union Event Center,San Jose,CA,20.0,Mountain West
84,161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,72293c,28334a,253.0,Bogota Savings Bank Center,Hackensack,NJ,21.0,NEC
341,2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,294.0,Spiro Sports Center,Staten Island,NY,21.0,NEC
146,112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,293.0,Steinberg Wellness Center,Brooklyn,NY,21.0,NEC
278,2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St Francis PA,a20012,,381.0,DeGol Arena,Loretto,PA,21.0,NEC
44,2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,C Connecticut,1B49A2,d1d5d8,326.0,Detrick Gymnasium,New Britain,CT,21.0,NEC
284,284,Stonehill,Skyhawks,STO,Stonehill Skyhawks,Stonehill,000000,,28.0,Merkert Gymnasium,South Easton,MA,21.0,NEC
140,2330,Le Moyne,Dolphins,LEM,Le Moyne Dolphins,Le Moyne,,,220.0,Ted Grant Court,Syracuse,NY,21.0,NEC
165,2385,Mercyhurst,Lakers,MERC,Mercyhurst Lakers,Mercyhurst,000000,,300.0,Mercyhurst Athletic Center,Erie,PA,21.0,NEC
50,2130,Chicago State,Cougars,CHST,Chicago State Cougars,Chicago St,006700,,312.0,Jones Convocation Center,Chicago,IL,21.0,NEC
181,2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead St,094FA3,fed91a,216.0,Ellis T. Johnson Arena,Morehead,KY,22.0,OVC
291,2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,ffde00,258.0,Hooper Eblen Center,Cookeville,TN,22.0,OVC
290,2634,Tennessee State,Tigers,TNST,Tennessee State Tigers,Tennessee St,171796,f0f0f0,155.0,Gentry Center,Nashville,TN,22.0,OVC
272,2546,Southeast Missouri State,Redhawks,SEMO,Southeast Missouri State Redhawks,SE Missouri,c8102e,000000,347.0,Show Me Center,Cape Girardeau,MO,22.0,OVC
325,2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,241.0,Kathleen and Tom Elam Center,Martin,TN,22.0,OVC
77,2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,bebab9,230.0,Groniger Arena,Charleston,IL,22.0,OVC
247,2565,SIU Edwardsville,Cougars,SIUE,SIU Edwardsville Cougars,SIUE,eb1c23,080808,156.0,First Community Arena,Edwardsville,IL,22.0,OVC
144,2031,Little Rock,Trojans,LR,Little Rock Trojans,Little Rock,AD0000,898d8f,111.0,Jack Stephens Center,Little Rock,AR,22.0,OVC
365,88,Southern Indiana,Screaming Eagles,USI,Southern Indiana Screaming Eagles,So Indiana,CF102D,002D5D,259.0,Screaming Eagles Arena,Evansville,IN,22.0,OVC
349,2710,Western Illinois,Leathernecks,WIU,Western Illinois Leathernecks,W Illinois,4e1e8a,ffc90a,350.0,Western Hall,Macomb,IL,22.0,OVC
366,2815,Lindenwood,Lions,LIN,Lindenwood Lions,Lindenwood,101820,B5A36A,248.0,Hyland Arena,Saint Charles,MO,22.0,OVC
32,2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,344.0,Sojka Pavilion,Lewisburg,PA,23.0,Patriot
55,2142,Colgate,Raiders,COLG,Colgate Raiders,Colgate,821019,ffffff,198.0,Cotterell Court,Hamilton,NY,23.0,Patriot
111,107,Holy Cross,Crusaders,HC,Holy Cross Crusaders,Holy Cross,0a0a0a,080808,378.0,Hart Center,Worcester,MA,23.0,Patriot
141,2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,b69e70,382.0,Stabler Arena,Bethlehem,PA,23.0,Patriot
187,2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,00225b,b5a67c,272.0,Alumni Hall (Navy),Annapolis,MD,23.0,Patriot
138,322,Lafayette,Leopards,LAF,Lafayette Leopards,Lafayette,790000,a59474,338.0,Kirby Sports Center,Easton,PA,23.0,Patriot
15,349,Army,Black Knights,ARMY,Army Black Knights,Army,ce9c00,231f20,125.0,Christl Arena,West Point,NY,23.0,Patriot
8,44,American University,Eagles,AMER,American University Eagles,American,c41130,c8102e,318.0,Bender Arena,Washington,DC,23.0,Patriot
27,104,Boston University,Terriers,BU,Boston University Terriers,Boston U,cc0000,ffffff,104.0,Case Gym,Boston,MA,23.0,Patriot
152,2352,Loyola Maryland,Greyhounds,L-MD,Loyola Maryland Greyhounds,Loyola MD,76a7a0,c9cbca,61.0,Reitz Arena,Baltimore,MD,23.0,Patriot
135,96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,0033a0,ffffff,17.0,Rupp Arena,Lexington,KY,24.0,SEC
5,333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,9e1632,ffffff,2.0,Coleman Coliseum,Tuscaloosa,AL,24.0,SEC
292,2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,ff8200,58595b,9.0,Food City Center,Knoxville,TN,24.0,SEC
87,57,Florida,Gators,FLA,Florida Gators,Florida,0021a5,fa4616,240.0,Stephen C. O'Connell Center,Gainesville,FL,24.0,SEC
336,238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,119.0,Memorial Gymnasium (TN),Nashville,TN,24.0,SEC
136,99,LSU,Tigers,LSU,LSU Tigers,LSU,461d7c,fdd023,232.0,Pete Maravich Assembly Center,Baton Rouge,LA,24.0,SEC
16,2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,002b5c,f26522,209.0,Neville Arena,Auburn,AL,24.0,SEC
174,344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,5d1725,c1c6c8,109.0,Humphrey Coliseum,Starkville,MS,24.0,SEC
98,61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,ba0c2f,ffffff,110.0,Stegeman Coliseum,Athens,GA,24.0,SEC
220,145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,13294b,c8102e,18.0,The Sandy and John Black Pavilion at Ole Miss,Oxford,MS,24.0,SEC
12,8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,a41f35,ffffff,211.0,Bud Walton Arena,Fayetteville,AR,24.0,SEC
266,2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,73000a,ffffff,84.0,Colonial Life Arena,Columbia,SC,24.0,SEC
293,245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,500000,ffffff,262.0,Reed Arena,College Station,TX,24.0,SEC
177,142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,f1b82d,000000,286.0,Mizzou Arena,Columbia,MO,24.0,SEC
217,201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,a32036,ffffff,164.0,Lloyd Noble Center,Norman,OK,24.0,SEC
295,251,Texas,Longhorns,TEX,Texas Longhorns,Texas,c15d26,ffffff,263.0,Moody Center,Austin,TX,24.0,SEC
274,2582,Southern,Jaguars,SOU,Southern Jaguars,Southern,004B97,ffc82d,372.0,F.G. Clark Activity Center,Baton Rouge,LA,25.0,SWAC
296,2640,Texas Southern,Tigers,TXSO,Texas Southern Tigers,Texas Southern,860038,ffffff,218.0,H&PE Arena,Houston,TX,25.0,SWAC
126,2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson St,123297,b5b7ba,442.0,Lee E. Williams Athletics and Assembly Center,Jackson,MS,25.0,SWAC
7,2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn St,4b0058,46166a,440.0,Davey L. Whitney Complex,Lorman,MS,25.0,SWAC
6,2011,Alabama State,Hornets,ALST,Alabama State Hornets,Alabama St,e9a900,0a0a0a,373.0,Dunn-Oliver Acadome,Montgomery,AL,25.0,SWAC
103,2755,Grambling,Tigers,GRAM,Grambling Tigers,Grambling,ee8601,ffd10a,163.0,Fredrick C. Hobdy Assembly Center,Grambling,LA,25.0,SWAC
175,2400,Mississippi Valley State,Delta Devils,MVSU,Mississippi Valley State Delta Devils,Miss Valley St,005328,cf2d34,251.0,R.W. Harrison HPER Complex,Itta Bena,MS,25.0,SWAC
232,2504,Prairie View A&M,Panthers,PV,Prairie View A&M Panthers,Prairie View,4d0960,,56.0,William Nicks Building,Prairie View,TX,25.0,SWAC
4,2010,Alabama A&M,Bulldogs,AAMU,Alabama A&M Bulldogs,Alabama A&M,790000,ffffff,245.0,Event Center,Huntsville,AL,25.0,SWAC
14,2029,Arkansas-Pine Bluff,Golden Lions,UAPB,Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,e0aa0f,eaaa00,229.0,H.O. Clemmons Arena,Pine Bluff,AR,25.0,SWAC
23,2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune,7b1831,e9aa12,368.0,Moore Gymnasium (FL),Daytona Beach,FL,25.0,SWAC
85,50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,Florida A&M,F89728,00843d,392.0,Al Lawson Center,Tallahassee,FL,25.0,SWAC
49,236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,355.0,McKenzie Arena,Chattanooga,TN,26.0,SoCon
299,2643,The Citadel,Bulldogs,CIT,The Citadel Bulldogs,The Citadel,002b5c,f0f0f0,247.0,McAlister Field House,Charleston,SC,26.0,SoCon
348,2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,98.0,Ramsey Center,Cullowhee,NC,26.0,SoCon
356,2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,26.0,Jerry Richardson Indoor Stadium,Spartanburg,SC,26.0,SoCon
320,2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,57.0,First Horizon Coliseum,Greensboro,NC,26.0,SoCon
93,231,Furman,Paladins,FUR,Furman Paladins,Furman,582c83,ffffff,379.0,Timmons Arena,Greenville,SC,26.0,SoCon
256,2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,97.0,Pete Hanna Center,Homewood,AL,26.0,SoCon
164,2382,Mercer,Bears,MER,Mercer Bears,Mercer,ff7f29,080808,246.0,Hawkins Arena,Macon,GA,26.0,SoCon
162,2377,McNeese,Cowboys,MCN,McNeese Cowboys,McNeese,00529C,,260.0,Legacy Center,Lake Charles,LA,27.0,Southland
211,2466,Northwestern State,Demons,NWST,Northwestern State Demons,N'Western St,492F91,ed6118,99.0,Prather Coliseum,Natchitoches,LA,27.0,Southland
195,2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,f0f0f0,280.0,David R. Stopher Gymnasium,Thibodaux,LA,27.0,Southland
246,2545,SE Louisiana,Lions,SELA,SE Louisiana Lions,SE Louisiana,215732,ffc72c,161.0,Pride Roofing University Center,Hammond,LA,27.0,Southland
294,357,Texas A&M-Corpus Christi,Islanders,AMCC,Texas A&M-Corpus Christi Islanders,Texas A&M-CC,0067c5,007f3e,404.0,American Bank Center,Corpus Christi,TX,27.0,Southland
193,2443,New Orleans,Privateers,UNO,New Orleans Privateers,New Orleans,005da6,a2a9ae,304.0,Lakefront Arena,New Orleans,LA,27.0,Southland
120,2916,Incarnate Word,Cardinals,UIW,Incarnate Word Cardinals,Incarnate Word,000000,080808,267.0,McDermott Center,San Antonio,TX,27.0,Southland
112,2277,Houston Christian,Huskies,HCU,Houston Christian Huskies,Hou Christian,00539c,,138.0,Sharp Gymnasium,Houston,TX,27.0,Southland
76,2837,East Texas A&M,Lions,ETAM,East Texas A&M Lions,East Texas A&M,000000,,348.0,The Field House,Commerce,TX,27.0,Southland
326,292,UT Rio Grande Valley,Vaqueros,RGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,dc6000,e1732d,322.0,UTRGV Fieldhouse,Edinburg,TX,27.0,Southland
270,2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,0033a0,ffd100,287.0,First Bank & Trust Arena,Brookings,SD,28.0,Summit
202,2449,North Dakota State,Bison,NDSU,North Dakota State Bison,N Dakota St,01402A,ffffff,114.0,Scheels Center,Fargo,ND,28.0,Summit
269,233,South Dakota,Coyotes,SDAK,South Dakota Coyotes,South Dakota,CD1241,f0f0f0,170.0,Sanford Coyote Sports Center,Vermillion,SD,28.0,Summit
221,2437,Omaha,Mavericks,OMA,Omaha Mavericks,Omaha,e3193e,,113.0,Baxter Arena,Omaha,NE,28.0,Summit
68,2172,Denver,Pioneers,DEN,Denver Pioneers,Denver,98002e,a8996e,268.0,Hamilton Gymnasium,Denver,CO,28.0,Summit
201,155,North Dakota,Fighting Hawks,UND,North Dakota Fighting Hawks,North Dakota,00A26B,c2c3c0,334.0,Betty Engelstad Sioux Center,Grand Forks,ND,28.0,Summit
280,2900,St. Thomas-Minnesota,Tommies,STMN,St. Thomas-Minnesota Tommies,St Thomas (MN),000000,,165.0,Schoenecker Arena,Saint Paul,MN,28.0,Summit
265,6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,,129.0,Mitchell Center,Mobile,AL,29.0,Sun Belt
148,309,Louisiana,Ragin' Cajuns,UL,Louisiana Ragin' Cajuns,Louisiana,ce181e,ffffff,127.0,Cajundome,Lafayette,LA,29.0,Sun Belt
13,2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas St,e81018,000000,131.0,First National Bank Arena,Jonesboro,AR,29.0,Sun Belt
302,2653,Troy,Trojans,TROY,Troy Trojans,Troy,AE0210,88898c,65.0,Trojan Arena,Troy,AL,29.0,Sun Belt
316,2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,157.0,Fant-Ewing Coliseum,Monroe,LA,29.0,Sun Belt
297,326,Texas State,Bobcats,TXST,Texas State Bobcats,Texas St,4e1719,b4975a,128.0,Strahan Arena at the University Events Center,San Marcos,TX,29.0,Sun Belt
99,290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,GA Southern,003775,f0f0f0,67.0,Hanner Fieldhouse,Statesboro,GA,29.0,Sun Belt
9,2026,App State,Mountaineers,APP,App State Mountaineers,App State,000000,ffcd00,36.0,Holmes Convocation Center,Boone,NC,29.0,Sun Belt
54,324,Coastal Carolina,Chanticleers,CCU,Coastal Carolina Chanticleers,Coastal Car,007073,876447,64.0,The HTC Center,Conway,SC,29.0,Sun Belt
129,256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,b5a068,66.0,Atlantic Union Bank Center,Harrisonburg,VA,29.0,Sun Belt
275,2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,FFAA3C,ffc423,130.0,Reed Green Coliseum,Hattiesburg,MS,29.0,Sun Belt
158,276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00ae42,be854c,49.0,Cam Henderson Center,Huntington,WV,29.0,Sun Belt
332,3084,Utah Valley,Wolverines,UVU,Utah Valley Wolverines,Utah Valley,004812,e1c736,116.0,UCCU Center,Orem,UT,30.0,WAC
39,2856,California Baptist,Lancers,CBU,California Baptist Lancers,CA Baptist,000080,,189.0,Dale E. and Sarah Ann Fowler Events Center,Riverside,CA,30.0,WAC
288,2627,Tarleton State,Texans,TAR,Tarleton State Texans,Tarleton St,000000,,310.0,Wisdom Gym,Stephenville,TX,30.0,WAC
1,2000,Abilene Christian,Wildcats,ACU,Abilene Christian Wildcats,Abilene Chrstn,592d82,b1b3b3,159.0,Moody Coliseum (Abilene),Abilene,TX,30.0,WAC
330,3101,Utah Tech,Trailblazers,UTU,Utah Tech Trailblazers,Utah Tech,000000,,314.0,Burns Arena,St. George,UT,30.0,WAC
276,253,Southern Utah,Thunderbirds,SUU,Southern Utah Thunderbirds,Southern Utah,c72026,000000,158.0,America First Events Center,Cedar City,UT,30.0,WAC
259,2539,San Francisco,Dons,SF,San Francisco Dons,San Francisco,22523F,fbcd3c,205.0,The Sobrato Center,San Francisco,CA,31.0,WCC
261,2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,352.0,Leavey Center,Santa Clara,CA,31.0,WCC
253,2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,d80024,003057,181.0,University Credit Union Pavilion,Moraga,CA,31.0,WCC
102,2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,041e42,c8102e,316.0,McCarthey Athletic Center,Spokane,WA,31.0,WCC
228,2492,Pepperdine,Waves,PEPP,Pepperdine Waves,Pepperdine,003A72,dc762f,233.0,Firestone Fieldhouse,Malibu,CA,31.0,WCC
153,2351,Loyola Marymount,Lions,LMU,Loyola Marymount Lions,LMU,880029,00345b,183.0,Gersten Pavilion,Los Angeles,CA,31.0,WCC
258,301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,239.0,Jenny Craig Pavilion,San Diego,CA,31.0,WCC
230,2501,Portland,Pilots,PORT,Portland Pilots,Portland,330072,a8b3ba,237.0,Chiles Center,Portland,OR,31.0,WCC
344,265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,981e32,ffffff,193.0,Beasley Coliseum,Pullman,WA,31.0,WCC
224,204,Oregon State,Beavers,ORST,Oregon State Beavers,Oregon St,231f20,d73f09,180.0,Gill Coliseum,Corvallis,OR,31.0,WCC
219,295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,68.0,Chartway Arena,Norfolk,VA,29.0,Sun Belt
56,38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,000000,cfb87c,176.0,CU Events Center,Boulder,CO,6.0,Big 12
66,48,Delaware,Blue Hens,DEL,Delaware Blue Hens,Delaware,033594,e8ce31,35.0,Bob Carpenter Center,Newark,DE,13.0,CUSA
104,2253,Grand Canyon,Lopes,GCU,Grand Canyon Lopes,Grand Canyon,522398,ffffff,168.0,Global Credit Union Arena,Phoenix,AZ,20.0,Mountain West
176,2623,Missouri State,Bears,MOST,Missouri State Bears,Missouri St,5F0000,e8e8e8,328.0,Great Southern Bank Arena,Springfield,MO,13.0,CUSA
1507,2441,New Haven,Chargers,NHVN,New Haven Chargers,New Haven,000000,,,,,,21.0,NEC
262,2547,Seattle U,Redhawks,SEA,Seattle U Redhawks,Seattle U,BF2E1A,c2c3c0,313.0,Redhawk Center,Seattle,WA,31.0,WCC
161,113,Massachusetts,Minutemen,MASS,Massachusetts Minutemen,UMass,880007,,75.0,Mullins Center,Amherst,MA,17.0,MAC
282,2617,Stephen F. Austin,Lumberjacks,SFA,Stephen F. Austin Lumberjacks,SF Austin,393996,bec0c2,154.0,William R. Johnson Coliseum,Nacogdoches,TX,27.0,Southland
324,250,UT Arlington,Mavericks,UTA,UT Arlington Mavericks,UT Arlington,004b7c,f58024,21.0,College Park Center,Arlington,TX,30.0,WAC
139,2320,Lamar,Cardinals,LAM,Lamar Cardinals,Lamar,000000,ebebeb,133.0,Montagne Center,Beaumont,TX,27.0,Southland
314,41,UConn,Huskies,CONN,UConn Huskies,UConn,0c2340,f1f2f3,208.0,Gampel Pavilion,Storrs,CT,7.0,Big East
130,140,Kansas City,Roos,KC,Kansas City Roos,Kansas City,004b87,ffc72c,48.0,Swinney Center,Kansas City,MO,28.0,Summit
222,198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002462,dac792,282.0,Mabee Center,Tulsa,OK,28.0,Summit
334,2678,VMI,Keydets,VMI,VMI Keydets,VMI,ae122a,ffd619,32.0,Cameron Hall,Lexington,VA,26.0,SoCon
75,2193,East Tennessee State,Buccaneers,ETSU,East Tennessee State Buccaneers,ETSU,002d61,ffc423,72.0,Freedom Hall (TN),Johnson City,TN,26.0,SoCon
117,70,Idaho,Vandals,IDHO,Idaho Vandals,Idaho,000000,8c6e4a,172.0,ICCU Arena,Moscow,ID,8.0,Big Sky
100,2247,Georgia State,Panthers,GAST,Georgia State Panthers,Georgia St,1e539a,ebebeb,69.0,GSU Convocation Center,Atlanta,GA,29.0,Sun Belt
225,279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,182.0,Alex G. Spanos Center,Stockton,CA,31.0,WCC
301,119,Towson,Tigers,TOW,Towson Tigers,Towson,FFC229,,270.0,TU Arena,Towson,MD,12.0,CAA
208,2459,Northern Illinois,Huskies,NIU,Northern Illinois Huskies,N Illinois,F1122C,cc0000,255.0,NIU Convocation Center,Dekalb,IL,17.0,MAC
73,2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,b90b2e,146.0,UPMC Cooper Fieldhouse,Pittsburgh,PA,1.0,A-10
311,2540,UC Santa Barbara,Gauchos,UCSB,UC Santa Barbara Gauchos,Santa Barbara,1e1840,febc11,184.0,The Thunderdome,Santa Barbara,CA,11.0,Big West
29,71,Bradley,Braves,BRAD,Bradley Braves,Bradley,b70002,c0c0c0,121.0,Carver Arena,Peoria,IL,19.0,MVC
70,2181,Drake,Bulldogs,DRKE,Drake Bulldogs,Drake,005596,bec0c2,95.0,Knapp Center,Des Moines,IA,19.0,MVC
